"id","monthly_installment","loan_balance","bureau_score","region","ltv","overdue_months","origination_date","maturity_date","overdue_status","loan_term","live_status","repaid_status","month","overdue_event","term_expiry_event","max_overdue_event","max_overdues_12m","max_arrears_bal_6m","avg_bureau_score_6m","credit_utilization","annual_income","emp_length","months_since_cc_deliq","default_event"
3331102,2177.57,575633.03,397,"r_f",0.5758,0,2007-04-18,2016-04-30,1,9,1,0,9,0,1,1,0,0,394,0.9774,88345,7,7,1
1299447,728.4,194563.57,387,"r_d",0.5046,0,2002-10-29,2021-10-31,1,19,1,0,9,0,0,1,0,0,386,0.5369,77380,7,11,0
8257101,103.39,100056.01,552,"r_e",0.4049,0,2005-07-07,2025-07-31,1,20,1,0,9,0,0,1,0,-376,554,0.5192,49216,3,5,0
1650666,377.42,49518.28,322,"r_e",0.1778,0,2006-03-31,2031-03-31,1,25,1,0,9,0,0,1,0,0,370,0.6417,85715,7,3,0
9072378,645.1,100070.51,498,"r_e",0.2374,0,2005-09-29,2035-09-30,1,30,1,0,9,0,0,1,0,-4,496,0.3273,72380,8,13,0
6629366,541.29,97158.39,481,"r_c",0.8461,0,2006-10-05,2040-10-31,1,34,1,0,9,0,0,1,0,0,478,0.2818,63189,9,17,0
5335938,405.1,49864.41,483,"r_f",0.218,0,2002-08-22,2017-08-31,1,15,1,0,9,0,0,1,0,0,484,0.8919,76414,4,6,0
3128737,899.05,122549.23,413,"r_d",0.6518,0,2006-10-30,2031-10-31,1,25,1,0,9,0,0,1,0.9963,890,430,0.3788,55093,5,15,0
4473565,861.6,87064.73,318,"r_l",0.51,0,2006-10-05,2028-10-31,1,22,1,0,9,0,0,1,0,-12330,354,0.7655,78152,10,8,0
1109499,501.66,80187.78,469,"r_c",0.8546,0,2006-12-14,2036-12-31,1,30,1,0,9,0,0,1,0,0,480,0.657,75055,9,8,0
8199884,358.8,90418.66,312,"r_c",0.9437,0,2007-01-26,2032-01-31,1,25,1,0,9,0,0,1,0,0,306,0.2184,84511,5,12,0
9225543,499.7,59050.88,507,"r_i",0.5518,0,2004-11-09,2029-11-30,1,25,1,0,9,0,0,1,0,-108,504,0.4327,73947,10,9,0
8658128,312.7,89981.61,395,"r_f",0.2627,0,2006-01-23,2021-01-31,1,15,1,0,9,0,0,2,2.8425,888,396,0.1572,74140,8,11,0
3728326,247.2,22359.7,427,"r_i",0.3555,0,2004-01-12,2025-01-31,1,21,1,0,9,0,0,1,0,0,472,0.5176,76263,3,4,0
1434111,201.53,53236.94,324,"r_d",0.2618,0,2005-10-06,2020-10-31,1,15,1,0,9,0,0,1,0,0,312,0.6002,89066,6,10,0
7653143,401.6,101815.77,171,"r_g",0.8028,2,2006-05-18,2029-05-31,2,23,1,0,9,1,0,2,2,0,310,0.9327,47964,2,12,1
4155177,98.4,7885.95,515,"r_d",0.0204,0,2006-12-07,2023-12-31,1,17,1,0,9,0,0,1,0,-220772,500,0.5056,49852,2,9,0
1799307,837.8,110350.49,474,"r_h",0.6106,0,2006-03-22,2031-03-31,1,25,1,0,9,0,0,1,0,-216,474,0.5176,100328,8,4,0
1144727,781.45,105390.69,248,"r_i",0.8199,0,2006-11-27,2031-11-30,1,25,1,0,9,0,0,1,0,0,230,0.3946,75479,8,11,0
8321698,249.9,61442.28,189,"r_i",0.7072,0,2006-02-20,2022-02-28,1,16,1,0,9,0,0,1,0,-676,306,0.5576,48855,5,8,0
8447584,252.7,63687.25,240,"r_m",0.66,0,2006-05-04,2036-05-31,1,30,1,0,9,0,0,1,0,0,240,0.63,56717,8,4,0
8397560,685.65,110247.62,342,"r_e",0.4357,0,2006-10-11,2036-10-31,1,30,1,0,9,0,0,2,2.8021,520,374,0.9004,74458,4,8,0
5354796,417,71920.32,223,"r_l",0.642,0,2006-07-25,2039-07-31,1,33,1,0,9,0,0,2,1.0237,402,246,0.2897,62834,11,11,0
1459807,505.87,75298.78,514,"r_l",0.5474,0,2006-01-23,2029-01-31,1,23,1,0,9,0,0,1,0,0,478,0.2296,70044,12,17,0
8090517,512.45,132449.18,536,"r_m",0.6382,0,2007-03-14,2034-03-31,1,27,1,0,9,0,0,1,0,-4808,534,0.5068,50673,4,7,0
8729446,337.72,88898.81,367,"r_b",0.721,0,2006-03-13,2029-03-31,1,23,1,0,9,0,0,1,0,-90,380,0.6478,43938,3,7,1
2689707,423.3,68251.29,449,"r_c",0.7961,0,2007-01-25,2037-01-31,1,30,1,0,9,0,0,1,0,-2376,450,0.1889,57836,10,16,0
6389169,604.2,92328.87,246,"r_l",0.5954,0,2005-12-20,2034-12-31,1,29,1,0,9,0,0,1,0,-10,238,0.2703,80699,4,13,0
2692480,658.2,167113.03,296,"r_b",0.8365,0,2006-05-23,2036-05-31,1,30,1,0,9,0,0,1,0,-210,284,0.6049,66136,5,3,0
4114818,366.7,92417.53,327,"r_i",0.7111,0,2005-11-25,2030-11-30,1,25,1,0,9,0,0,1,0,0,322,0.866,44157,5,9,0
7782329,132,25587.71,546,"r_e",0.4046,0,2003-06-05,2017-06-30,1,14,1,0,9,0,0,1,0,-10476,538,0.5541,78132,7,5,0
9719661,444.5,79358.08,365,"r_c",0.7557,0,2006-07-11,2041-07-31,1,35,1,0,9,0,0,1,0,-232,366,0.6098,59079,8,9,0
1997513,497.73,131479.82,373,"r_h",0.801,0,2004-12-02,2030-12-31,1,26,1,0,9,0,0,1,0,-2,368,0.4983,68939,9,3,0
9646843,441.2,111177.49,468,"r_b",0.8817,0,2006-12-14,2041-12-31,1,35,1,0,9,0,0,1,0,0,456,0.5877,48515,2,10,0
1588644,415.7,54351.25,516,"r_i",0.638,0,2006-01-12,2031-01-31,1,25,1,0,9,0,0,1,0,0,516,0.504,54991,3,10,0
1195845,928.47,245385.88,181,"r_c",0.9734,0,2007-01-02,2032-01-31,1,25,1,0,9,0,0,1,0,-2,174,0.6094,74745,4,4,0
3781497,659.1,165166.48,269,"r_d",0.8704,0,2003-11-18,2028-11-30,1,25,1,0,9,0,0,1,0.9495,608,260,0.3753,99210,9,13,0
6222232,1019.6,223929.48,389,"r_b",0.4094,0,2005-05-25,2020-05-31,1,15,1,0,9,0,0,1,0,0,400,0.4706,66359,8,5,0
5625656,441.2,25671.48,496,"r_i",0.2154,0,2003-03-26,2021-03-31,1,18,1,0,9,0,0,1,0,0,510,0.5866,33166,1,5,0
9201911,491.6,89226.79,411,"r_i",0.7167,0,2007-04-10,2042-04-30,1,35,1,0,9,0,0,1,0,-8690,400,0.4481,45794,4,3,0
7972195,702.6,78826.94,211,"r_a",0.7376,1,2004-09-28,2026-09-30,2,22,1,0,9,1,0,2,1,0,230,0.6076,67607,7,5,1
5248641,3.21,847.32,520,"r_d",9e-04,0,2005-11-02,2025-11-30,1,20,1,0,9,0,0,1,0,-636500,520,0.2897,73001,8,11,0
5496190,556.01,134964.26,344,"r_a",0.9971,0,2006-02-06,2031-02-28,1,25,1,0,9,0,0,1,0,-2,350,0.5121,35370,1,5,0
2616849,608.87,97152.89,303,"r_h",0.8088,0,2006-11-29,2036-11-30,1,30,1,0,9,1,0,2,1,0,282,1.0545,74010,5,10,1
5442554,573.35,64284.09,515,"r_g",0.6838,0,2004-06-29,2029-06-30,1,25,1,0,9,0,0,1,0,0,514,0.3859,46327,4,17,0
3686686,462,116386.21,324,"r_c",0.8412,0,2004-06-23,2029-06-30,1,25,1,0,9,0,0,1,0,-92,324,0.4634,69988,6,4,0
4085094,1150.9,154839.51,515,"r_d",0.5931,0,2006-09-26,2031-09-30,1,25,1,0,9,0,0,1,0,0,534,0.8439,62770,6,5,0
4922905,873.23,156657.73,446,"r_l",0.8905,0,2005-08-25,2040-08-31,1,35,1,0,9,0,0,1,0,0,464,0.4336,51812,4,2,0
5863215,404.1,101839.95,504,"r_l",0.9718,0,2007-05-04,2032-05-31,1,25,1,0,9,0,0,1,0,0,512,0.1648,71211,4,14,0
5797103,380.2,68767.76,489,"r_c",0.8523,0,2007-03-08,2042-03-31,1,35,1,0,9,0,0,1,0,0,490,0.4942,72079,7,7,0
9266802,972.2,153512.58,268,"r_b",0.702,0,2006-08-25,2036-08-31,1,30,1,0,9,0,0,1,0,0,268,0.4469,56255,10,3,0
4071308,47.31,3333.04,506,"r_a",0.0198,0,2002-03-06,2022-03-31,1,20,1,0,9,0,0,1,0,-20000,506,0.2931,75878,3,13,0
1256074,512.4,81146.11,385,"r_m",0.6304,0,2006-06-27,2036-06-30,1,30,1,0,9,0,0,1,0,0,380,0.6595,75536,5,6,0
5703253,578.8,63107.24,233,"r_c",0.7056,0.2493,2004-11-24,2029-11-30,2,25,1,0,9,0,0,2,1.2034,446,172,0.4269,68948,10,12,0
3427959,263.83,56435.14,548,"r_h",0.2936,0,2006-07-31,2026-07-31,1,20,1,0,9,0,0,1,0,-19670,546,0.638,70140,9,5,0
4893893,570,103225.53,470,"r_l",0.8403,0,2007-04-17,2042-04-30,1,35,1,0,9,0,0,1,0,0,480,0.6254,77489,7,5,0
1512225,1045.2,108927.86,251,"r_f",0.3948,0,2003-07-09,2025-07-31,1,22,1,0,9,0,0,2,1,1046,322,0.3615,65815,7,12,0
7768448,566.03,103559.75,273,"r_c",0.7609,0,2006-10-12,2041-10-31,1,35,1,0,9,0,0,1,0,-10,238,0.6284,73629,10,5,0
1629376,1547.9,176922.92,417,"r_a",0.6418,0,2005-06-21,2028-06-30,1,23,1,0,9,0,0,1,0,0,412,0.1542,77900,7,15,0
6271380,162.45,37398.58,558,"r_d",0.1973,0,2007-02-08,2032-02-29,1,25,1,0,9,0,0,1,0,-4368,534,0.494,68571,10,12,0
8865758,573.7,53622.55,276,"r_g",0.5374,0.2738,2005-11-17,2025-11-30,2,20,1,0,9,0,0,2,1.5393,554,292,0.557,65294,11,6,0
6734022,488.97,77070.13,515,"r_d",0.5862,0,2006-06-01,2036-06-30,1,30,1,0,9,0,0,1,0,0,516,0.679,68190,6,12,0
6474472,692.24,82918.42,293,"r_e",0.1681,0,2007-02-05,2029-02-28,1,22,1,0,9,0,0,1,0,0,294,0.5948,73900,9,3,0
9795374,283.2,44841.79,467,"r_i",0.5655,0,2006-06-23,2036-06-30,1,30,1,0,9,0,0,1,0,0,466,0.3551,60375,9,11,0
1458807,1353.9,87542.23,530,"r_d",0.2681,0,2003-05-08,2022-05-31,1,19,1,0,9,0,0,1,0,0,558,0.6268,31026,4,6,0
5243267,1199.98,36962.93,447,"r_g",0.3984,0,2003-04-15,2018-04-30,1,15,1,0,9,0,0,1,0,-284,438,0.764,60420,5,6,0
9631553,548.89,85542.72,385,"r_g",0.7435,0,2003-01-15,2028-01-31,1,25,1,0,9,0,0,1,0,-128,460,0.4255,39529,5,8,0
1754104,552.19,145911.95,249,"r_d",0.6551,0,2006-03-28,2036-03-31,1,30,1,0,9,0,0,1,0,-6000,250,0.327,27854,3,13,0
3426109,505.3,81492.32,250,"r_l",0.7203,0,2007-02-06,2037-02-28,1,30,1,0,9,0,0,1,0,0,486,0.4043,56889,5,10,0
2752298,332.6,54581.06,405,"r_c",0.7567,0,2006-11-03,2037-11-30,1,31,1,0,9,0,0,1,0,0,392,0.3315,86810,6,14,0
1506787,54.91,854.39,539,"r_g",0.0052,0,2007-01-31,2017-01-31,1,10,1,0,9,0,0,1,0,-14,552,0.2588,61820,5,16,0
7081207,247.17,400820.03,481,"r_f",0.6012,0,2007-02-01,2029-02-28,1,22,1,0,9,0,0,1,0,0,476,0.8876,77930,11,8,0
6091413,422.48,9362.24,338,"r_m",0.0454,0,2005-06-08,2017-06-30,1,12,1,0,9,0,0,1,0,0,332,0.4658,56314,7,4,0
5290696,1012.61,91247.34,359,"r_e",0.2627,0,2007-01-30,2025-01-31,1,18,1,0,9,0,0,1,0,0,400,0.3787,64958,7,14,0
2690897,449.67,60411.22,183,"r_i",0.7799,0,2006-10-23,2031-10-31,1,25,1,0,9,0,0,1,0,-16,192,0.2444,77679,9,12,0
3422768,895.7,225047.23,487,"r_d",0.6675,0,2005-03-21,2030-03-31,1,25,1,0,9,0,0,1,0,-50,488,0.7256,65956,8,11,0
1369408,481.39,49436.83,512,"r_d",0.2318,0,2007-01-16,2027-01-31,1,20,1,0,9,0,0,1,0,-190,506,0.6485,57302,4,6,0
6262193,597.5,95728.6,409,"r_m",0.67,0,2006-11-21,2036-11-30,1,30,1,0,9,0,0,1,0,0,386,0.5664,84804,3,10,0
6129553,325.1,81875.69,256,"r_l",0.757,0,2006-05-12,2036-05-31,1,30,1,0,9,0,0,1,0.8499,268,268,0.7217,73667,5,4,0
5161166,637.43,105333.29,NA,"r_i",1.0311,0,2007-05-03,2037-05-31,1,30,1,0,9,0,0,1,0,0,NA,0.3666,44632,4,13,0
9615367,392.2,469538.02,525,"r_d",0.6132,0,2006-12-13,2029-12-31,1,23,1,0,9,0,0,1,0,-5382,548,0.4431,70574,12,5,0
2429348,683.89,180704.04,364,"r_h",0.7396,0,2006-05-19,2026-05-31,1,20,1,0,9,0,0,1,0,0,482,0.209,80677,6,14,0
2949227,522.21,50372.32,480,"r_l",0.6047,0,2006-11-27,2025-11-30,1,19,1,0,9,0,0,1,0,0,316,0.456,94949,8,8,0
4025822,508.5,80525.86,250,"r_h",0.6825,0,2006-06-27,2036-06-30,1,30,1,0,9,0,0,1,0,0,194,0.6798,62718,6,6,0
6240447,660.31,52173.05,492,"r_i",0.3731,0,2004-09-28,2018-09-30,1,14,1,0,9,0,0,1,0,-2142,482,0.3532,43118,3,14,0
6918564,772,108619.85,300,"r_m",0.706,0,2007-05-22,2032-05-31,1,25,1,0,9,0,0,1,0,-148,300,0.2742,56958,6,10,0
9864260,516.52,65972.87,461,"r_a",0.6345,0,2005-08-03,2030-08-31,1,25,1,0,9,0,0,1,0,-522,460,0.4666,80066,5,9,0
1825380,523.63,138352.94,247,"r_m",0.7663,0,2007-01-26,2027-01-31,1,20,1,0,9,0,0,1,0,0,246,0.5865,81819,6,11,0
5635904,841.5,83251.86,393,"r_f",0.3188,0,2004-11-02,2026-11-30,1,22,1,0,9,0,0,1,0,-4938,408,0.6431,78696,8,3,0
8234143,369.38,97629.88,522,"r_e",0.421,0.3827,2006-08-31,2028-08-31,2,22,1,0,9,0,0,1,0.4091,152,526,0.3377,40658,1,15,0
2341026,387.31,42138.83,279,"r_l",0.3576,0,2002-07-11,2027-07-31,1,25,1,0,9,0,0,1,0,0,280,0.2238,49302,5,10,0
6825702,398.57,62861.38,268,"r_i",0.7368,0,2006-06-28,2036-06-30,1,30,1,0,9,0,0,1,0,0,264,0.3532,67012,8,10,0
8661790,678.2,180095.67,498,"r_d",0.7455,0,2004-08-27,2026-08-31,1,22,1,0,9,0,0,1,0,-86,484,0.8215,54721,3,6,0
1211589,10.38,13623.15,404,"r_h",0.0963,0,2005-08-11,2030-08-31,1,25,1,0,9,0,0,1,0,-95026,382,0.7068,57576,9,8,0
9907010,495.53,77593.84,293,"r_g",0.7585,0,2005-08-17,2035-08-31,1,30,1,0,9,0,0,1,0,-206,330,0.3661,65415,11,12,0
1478387,415.06,57129.63,301,"r_i",0.8215,0,2007-05-29,2032-05-31,1,25,1,0,9,0,0,1,0,0,334,0.3242,43371,5,14,0
8574368,723.46,190447.88,373,"r_d",0.6817,0,2006-10-24,2026-10-31,1,20,1,0,9,0,0,1,0,-1436,386,0.3478,71426,6,9,0
5109757,642.18,84437.5,296,"r_b",0.4899,0.9317,2005-10-13,2030-10-31,2,25,1,0,9,0,0,2,1.848,1042,308,0.3989,49228,2,10,0
9004279,2.4,199.88,546,"r_c",0.0012,0,2003-04-10,2024-04-30,1,21,1,0,9,0,0,1,0,-83354,532,0.3063,45200,3,14,0
2772755,250.06,21446.66,385,"r_c",0.2293,0,2006-06-15,2024-06-30,1,18,1,0,9,0,0,1,0,0,386,0.4847,79854,11,6,0
1594397,1002.16,128403.86,NA,"r_c",0.8271,0,2006-04-25,2031-04-30,1,25,1,0,9,0,0,1,0,-3928,NA,0.3793,56720,7,10,0
6784375,419.9,50409.76,303,"r_c",0.6437,0,2006-03-14,2029-03-31,1,23,1,0,9,0,0,1,0,0,400,0.784,65275,4,7,0
6307348,493.47,125233.03,274,"r_b",0.8918,0.1719,2005-08-04,2030-08-31,2,25,1,0,9,0,0,1,0.9208,432,210,0.4274,52069,3,10,0
2849164,402.5,70134.2,479,"r_e",0.3476,0,2006-02-22,2041-02-28,1,35,1,0,9,0,0,1,0,0,476,0.4214,54812,2,4,0
3342384,507.86,89842.04,139,"r_e",0.1918,0,2006-04-21,2041-04-30,1,35,1,0,9,0,0,1,0,0,288,0.49,73365,4,5,0
3014745,473.8,62398.69,391,"r_c",0.6397,0,2006-03-08,2031-03-31,1,25,1,0,9,0,0,1,0,0,402,0.334,50641,4,15,0
2047533,325.64,47873.01,433,"r_c",0.3924,0,2007-03-30,2035-03-31,1,28,1,0,9,0,0,1,0,-2634,434,0.2416,67089,6,14,0
7687460,0.01,2.4,472,"r_c",0.2081,0,2006-09-07,2031-09-30,1,25,1,0,9,0,0,1,0,-60672,464,0.5631,51976,3,6,0
9449106,400.3,53662.14,243,"r_i",0.6003,0,2006-06-15,2031-06-30,1,25,1,0,9,0,0,1,0,0,236,0.5242,83985,5,7,0
2926117,658.92,117761.01,258,"r_e",0.2588,0,2006-09-05,2041-09-30,1,35,1,0,9,0,0,1,0,0,336,0.7461,62472,11,9,0
3719353,732.5,75093.87,380,"r_m",0.562,0,2006-09-28,2026-09-30,1,20,1,0,9,0,0,1,0,-814,380,0.3966,49339,4,14,0
5340615,949.5,239290.99,402,"r_f",0.6959,0,2006-03-10,2028-03-31,1,22,1,0,9,0,0,1,0,0,410,0.3219,62471,4,11,0
3217762,302.29,79857.74,520,"r_e",0.437,0,2005-10-21,2025-10-31,1,20,1,0,9,0,0,1,0,-20222,546,0.3503,91635,7,11,0
5779417,353.3,89024.55,484,"r_i",0.951,0,2007-04-25,2032-04-30,1,25,1,0,9,0,0,1,0,0,492,0.4773,98848,7,9,0
6401904,617.6,110603.81,247,"r_d",0.6235,0,2006-09-27,2041-09-30,1,35,1,0,9,0,0,1,0,0,248,0.7804,56431,10,10,0
5173929,752.24,90495.59,538,"r_c",0.4491,0,2004-03-24,2029-03-31,1,25,1,0,9,0,0,1,0,-2630,532,0.4051,58886,6,10,0
8264313,468.3,85072.98,189,"r_i",0.9014,0,2007-04-05,2042-04-30,1,35,1,0,9,0,0,1,0,0,194,0.6477,69796,11,9,0
9879942,453.3,70785.13,481,"r_e",0.2011,0,2005-12-15,2035-12-31,1,30,1,0,9,0,0,1,0,0,482,0.5345,55100,6,7,0
5729400,964.5,158447.87,292,"r_d",0.6883,1,2005-08-16,2040-08-31,2,35,1,0,9,0,0,2,1,964,250,0.2537,103917,8,9,0
4321271,257.8,64957.59,427,"r_i",0.9334,0,2007-01-12,2037-01-31,1,30,1,0,9,0,0,1,0,0,418,0.3301,59974,5,13,0
3330630,487.78,46010.8,247,"r_c",0.3754,0,2006-07-31,2025-07-31,1,19,1,0,9,0,0,1,0,0,262,0.4381,82148,7,3,0
3384312,761.78,201308.93,597,"r_b",0.7228,0,2006-07-18,2026-07-31,1,20,1,0,9,0,0,1,0,0,554,0.7699,66323,4,7,0
1317046,467.9,117926.27,373,"r_e",0.265,0,2005-03-22,2040-03-31,1,35,1,0,9,0,0,1,0,0,420,0.9018,50729,5,9,0
6052324,1415.9,208744.63,301,"r_d",0.6053,0,2005-09-30,2035-09-30,1,30,1,0,9,0,0,2,1,0,298,0.5071,87784,8,9,0
9380594,599.9,66899.09,523,"r_e",0.425,0,2005-12-20,2027-12-31,1,22,1,0,9,0,0,1,0,-136,514,0.2675,54818,4,16,0
8050246,392.1,52004.53,247,"r_e",0.4111,0,2006-05-30,2031-05-31,1,25,1,0,9,0,0,1,0,0,248,0.4168,59908,7,8,0
1298854,325.9,25337.46,251,"r_e",0.1691,0,2005-06-02,2022-06-30,1,17,1,0,9,0,0,1,0,-166,296,0.3735,107978,10,12,0
8887598,486.6,121382.7,450,"r_f",0.6457,0,2005-11-17,2023-11-30,1,18,1,0,9,0,0,1,0,0,446,0.6829,52674,5,11,0
8767551,357.6,19900.4,494,"r_a",0.1261,0,2002-01-02,2022-01-31,1,20,1,0,9,0,0,1,0,-1782,504,0.3162,82836,4,15,0
1510142,485.9,122448.21,491,"r_l",0.8697,0,2006-10-17,2031-10-31,1,25,1,0,9,0,0,1,0,0,466,0.6391,53085,5,13,0
9050561,382.5,31447.44,364,"r_g",0.2467,0,2003-09-19,2025-09-30,1,22,1,0,9,0,0,1,0,-16990,398,0.693,64539,6,6,0
2259498,693.14,89210.57,603,"r_m",0.6015,0,2005-10-12,2030-10-31,1,25,1,0,9,0,0,1,0,0,596,0.4353,41850,4,8,0
5138648,417.8,110783.8,352,"r_d",0.7637,0,2006-11-24,2028-11-30,1,22,1,0,9,0,0,1,0,0,350,0.1902,76966,7,11,0
7817610,169.9,43794.08,436,"r_i",0.7057,0,2004-01-29,2029-01-31,1,25,1,0,9,0,0,1,0,-20,430,0.2449,50814,2,12,0
4968238,565.8,90000.38,495,"r_e",0.2836,0,2007-01-05,2037-01-31,1,30,1,0,9,0,0,1,0.9987,0,456,0.6221,47194,4,3,0
1661019,1317.51,221624.08,327,"r_f",0.5581,0,2005-02-21,2037-02-28,1,32,1,0,9,0,0,1,0,-2222,324,0.2928,81352,8,13,0
8660201,484,121370.83,429,"r_a",0.8921,0,2005-05-25,2030-05-31,1,25,1,0,9,0,0,1,0.4854,0,396,0.4221,60207,9,11,0
8065860,677.7,90534.53,446,"r_e",0.1654,0,2006-07-07,2031-07-31,1,25,1,0,9,0,0,1,0,-10,446,0.5055,90274,9,6,0
9297949,390.26,50788.07,346,"r_g",0.6752,0,2006-01-23,2031-01-31,1,25,1,0,9,0,0,1,0,-356,344,0.4265,48272,3,4,0
5443814,397,48989.21,322,"r_g",0.5839,0,2005-01-28,2030-01-31,1,25,1,0,9,0,0,1,0.9688,-12,374,0.723,58619,5,3,0
6175630,397.3,61851.1,383,"r_c",0.689,0,2005-09-29,2035-09-30,1,30,1,0,9,0,0,1,0,0,374,0.408,62642,7,13,0
5325493,328,82906.37,180,"r_c",0.59,0,2003-09-24,2028-09-30,1,25,1,0,9,0,0,2,2.3704,778,188,0.49,95022,7,3,0
7312828,418.4,65681.02,376,"r_l",0.7687,0,2006-04-10,2036-04-30,1,30,1,0,9,0,0,2,1.478,618,338,0.4002,92696,5,5,0
8851954,595.4,74822.53,262,"r_b",0.5766,0,2006-05-12,2030-05-31,1,24,1,0,9,0,0,1,0,-10,268,0.3388,79130,5,12,0
6864378,536.95,92351.01,457,"r_m",0.6075,0,2005-12-14,2040-12-31,1,35,1,0,9,0,0,1,0,0,470,0.3953,56446,5,13,0
7007647,507.26,133538.44,445,"r_g",0.8265,0,2007-04-17,2022-04-30,1,15,1,0,9,0,0,1,0,0,508,0.4947,53827,5,7,0
7961041,327.91,58916.41,485,"r_g",0.772,0,2007-02-06,2042-02-28,1,35,1,0,9,0,0,1,0,0,488,0.4839,56881,6,4,0
9583189,519.12,130979.11,256,"r_m",0.6219,0,2004-10-27,2024-10-31,1,20,1,0,9,0,0,1,0,-2,344,0.6735,87997,5,6,0
6857733,517.2,71255.03,340,"r_a",0.7813,0,2007-04-27,2032-04-30,1,25,1,0,9,0,0,1,0,-114,332,0.9179,59751,6,6,0
1008258,297.19,44378.68,373,"r_a",0.616,0,2005-06-07,2034-06-30,1,29,1,0,9,1,0,1,0,0,374,0.6087,73117,6,12,1
2891467,578.56,150190.27,454,"r_d",0.8073,0,2003-07-29,2040-07-31,1,37,1,0,9,0,0,1,0,-1982,440,0.4498,65638,7,6,0
2086325,582.03,101956.8,443,"r_a",0.8501,0,2005-10-07,2040-10-31,1,35,1,0,9,0,0,1,0,0,444,0.3725,78119,6,15,0
1948129,1061.8,114803.86,242,"r_d",0.5651,0,2004-08-17,2027-08-31,1,23,1,0,9,0,0,1,0,-200,248,0.4113,79778,11,7,0
6032584,310.83,77687.65,266,"r_d",0.65,0,2004-03-10,2029-03-31,1,25,1,0,9,0,0,1,0,-1366,266,0.5515,82180,7,5,0
4109629,302.2,27170.44,439,"r_i",0.3903,0,2006-12-18,2024-12-31,1,18,1,0,9,0,0,1,0,0,396,0.2201,67597,7,14,0
5624677,521.9,132193.38,467,"r_e",0.2984,0,2006-01-26,2016-01-31,1,10,1,0,9,0,1,2,1.9973,756,386,0.7522,22030,1,5,1
2849780,538.18,67724.25,354,"r_e",0.1946,0,2005-04-20,2030-04-30,1,25,1,0,9,0,0,1,0,-2,354,0.6819,39722,5,11,0
6469260,937.49,58211.77,188,"r_h",0.3354,0,2006-09-29,2021-09-30,1,15,1,0,9,0,0,1,0,0,178,0.6719,61516,4,9,0
2391402,581.1,60060.34,304,"r_l",0.603,0,2006-02-01,2027-02-28,1,21,1,0,9,0,0,1,0,0,316,0.6371,59542,7,10,0
8091266,364.1,96517.52,579,"r_e",0.1861,0,2002-10-25,2027-10-31,1,25,1,0,9,0,0,1,0,0,578,0.5211,31871,5,5,0
1165912,594.39,76882.15,363,"r_e",0.2824,0,2005-07-28,2030-07-31,1,25,1,0,9,0,0,1,0,0,276,0.4144,63238,10,10,0
9655768,310.15,77815.05,418,"r_c",1.0007,0,2007-04-17,2032-04-30,1,25,1,0,9,0,0,1,0,0,444,0.173,58542,5,13,0
6570104,476.9,51565.46,479,"r_h",0.3548,0,2002-06-19,2027-06-30,1,25,1,0,9,0,0,1,0,-148,470,0.4173,46080,5,10,0
3526267,681.3,109935.52,289,"r_m",0.5334,0,2005-07-25,2036-07-31,1,31,1,0,9,0,0,1,0,0,286,0.435,60085,8,3,0
1598624,26.79,156.35,540,"r_h",0.0011,0,2006-04-11,2016-04-30,1,10,1,0,9,0,0,1,0,-5100,540,0.389,95101,8,13,0
5832061,544.56,97524.04,141,"r_c",0.8571,0,2006-12-07,2041-12-31,1,35,1,0,9,0,0,2,1.4257,656,168,0.6316,79457,9,11,0
5840911,523.09,66163.57,349,"r_m",0.5625,0,2006-05-19,2031-05-31,1,25,1,0,9,0,0,1,0,-3224,346,0.4044,42890,2,3,0
6630256,386.11,101992.83,416,"r_b",0.6327,0,2005-06-21,2022-06-30,1,17,1,0,9,0,0,1,0,0,422,0.6639,33660,4,6,0
6685435,456.9,80614.53,439,"r_b",0.7731,0,2006-12-01,2040-12-31,1,34,1,0,9,0,0,1,0,0,422,0.4604,64059,7,9,0
2897720,577.26,144909.34,189,"r_b",0.8181,0,2006-11-02,2031-11-30,1,25,1,0,9,0,0,1,0,-232,154,0.2708,69994,8,14,0
1629775,572,101614.35,400,"r_h",0.7245,0,2006-04-19,2041-04-30,1,35,1,0,9,0,0,1,0,0,400,0.4839,78197,11,8,0
8443174,505.56,126901.51,535,"r_c",0.8273,0,2006-07-03,2041-07-31,1,35,1,0,9,0,0,1,0,0,514,0.3846,37093,4,13,0
1316963,742.81,197080.61,503,"r_c",0.3626,0,2005-09-16,2035-09-30,1,30,1,0,9,0,0,1,0,-376,536,0.4861,73117,7,12,0
6769154,269.71,67685.69,372,"r_e",0.2941,0,2006-08-02,2031-08-31,1,25,1,0,9,0,0,1,0,-80,372,0.5717,60950,6,8,1
5634267,719.9,127682.25,241,"r_d",0.662,0,2006-03-17,2041-03-31,1,35,1,0,9,0,0,1,0,-260,276,0.3068,70068,6,12,0
7115302,1339.04,149034.81,284,"r_c",0.4302,0,2003-05-28,2028-05-31,1,25,1,0,9,0,0,1,0.5,-4,260,0.7829,51593,3,9,0
1527462,540.67,95937.8,488,"r_e",0.2083,0,2006-06-02,2041-06-30,1,35,1,0,9,0,0,1,0,0,488,0.4618,50848,1,4,0
9467591,559.35,68678.78,529,"r_g",0.6857,0,2005-10-11,2029-10-31,1,24,1,0,9,0,0,1,0,-238,528,0.2768,58913,8,16,0
