"ID","REPORT_DATE","BALANCE","ORIGINATION_DATE","MATURITY_DATE","BUREAU_SCORE_ORIG","DEFAULT_FLAG","LOAN_STATUS","ASSET_TYPE","SUPPLIER","CUSTOMER_TYPE"
7515195,"2014-12-31",155515.51,"2008-03-27","2033-03-27",733,0,0,"Backhoe Loader","supplier4","Individual"
1385636,"2013-06-30",110600.27,"2006-09-26","2026-09-26",830,0,0,"Tractor","supplier2","Business"
8770586,"2016-09-30",350686.38,"2008-02-29","2028-02-29",830,0,0,"Tractor","supplier7","Individual"
9088636,"2016-06-30",56136.64,"2005-10-28","2030-10-28",641,0,0,"Tractor","supplier2","Business"
2810298,"2014-09-30",216720.82,"2008-03-28","2023-03-28",726,0,0,"Tipping Trailer","supplier7","Business"
3101651,"2012-12-31",315983.46,"2005-10-13","2021-10-13",785,0,0,"Excavator","supplier5","Individual"
5384947,"2013-06-30",172817.79,"2005-10-27","2029-10-27",835,0,0,"Tractor","supplier1","Business"
2692712,"2007-09-30",82256.41,"2004-11-01","2024-11-01",696,0,0,"Backhoe Loader","supplier1","Individual"
1415850,"2011-06-30",91449.89,"2008-01-22","2026-01-22",819,0,0,"Backhoe Loader","supplier3","Individual"
2794541,"2008-12-31",87681.97,"2004-04-30","2029-04-30",561,0,0,"Tractor","supplier4","Individual"
5545737,"2010-03-31",63100.26,"2007-03-09","2027-03-09",705,0,0,"Tractor","supplier5","Individual"
4278656,"2008-06-30",77863.39,"2005-06-17","2020-06-17",655,0,0,"Backhoe Loader","supplier5","Individual"
7992154,"2011-09-30",125928.48,"2007-04-30","2032-04-30",796,0,0,"Tractor","supplier7","Individual"
8329561,"2012-03-31",184851.18,"2007-11-02","2032-11-02",668,0,0,"Tractor","supplier5","Business"
1475416,"2014-06-30",162585.57,"2005-11-30","2030-11-30",780,0,0,"Tractor","supplier3","Individual"
9618872,"2015-12-31",146626.89,"2004-03-19","2029-03-19",570,0,0,"Backhoe Loader","supplier5","Business"
9699305,"2015-12-31",149771.73,"2007-04-10","2032-04-10",882,0,0,"Tractor","supplier7","Business"
4214560,"2012-12-31",215619.69,"2005-09-08","2030-09-08",533,0,0,"Tractor","supplier4","Business"
1430522,"2013-12-31",18722.91,"1997-05-23","2022-05-23",815,0,0,"Tractor","supplier6","Business"
9658551,"2014-09-30",191386.75,"2006-04-13","2031-04-13",777,0,0,"Tractor","supplier4","Individual"
2144630,"2007-12-31",69953.05,"2006-05-17","2021-05-17",565,0,0,"Tipping Trailer","supplier5","Business"
9870349,"2008-06-30",100138.01,"2007-10-11","2027-10-11",698,0,0,"Tipping Trailer","supplier1","Individual"
5935823,"2016-06-30",80741.45,"2005-01-20","2030-01-20",733,0,0,"Backhoe Loader","supplier2","Individual"
8952242,"2006-12-31",54365.64,"2004-08-25","2024-08-25",614,0,0,"Excavator","supplier7","Business"
6829256,"2016-03-31",102345.74,"2006-07-25","2026-07-25",628,0,0,"Backhoe Loader","supplier2","Business"
5978606,"2011-12-31",51538.28,"2005-07-05","2030-07-05",831,0,0,"Tractor","supplier6","Individual"
1574232,"2015-03-31",129494.7,"2006-01-27","2026-01-27",748,0,0,"Backhoe Loader","supplier6","Business"
4305559,"2015-06-30",65846.17,"2006-10-27","2026-10-27",554,0,0,"Tipping Trailer","supplier6","Individual"
1969663,"2016-06-30",210942.04,"2007-08-08","2032-08-08",653,0,0,"Tractor","supplier3","Individual"
2221975,"2013-09-30",101089.78,"2008-02-13","2033-02-13",616,0,0,"Excavator","supplier7","Business"
4755103,"2011-06-30",226741.28,"2007-09-21","2027-09-21",526,0,0,"Tractor","supplier2","Individual"
2241435,"2013-03-31",328081.08,"2008-03-19","2028-03-19",557,0,0,"Backhoe Loader","supplier1","Individual"
5090952,"2010-09-30",108032.23,"2006-03-07","2025-03-07",628,0,0,"Backhoe Loader","supplier5","Individual"
7694881,"2008-12-31",153857.21,"2007-06-01","2017-06-01",753,0,0,"Tipping Trailer","supplier1","Individual"
1816402,"2007-03-31",106899.56,"2004-07-30","2029-07-30",540,0,0,"Tractor","supplier5","Individual"
7390079,"2010-09-30",116310.95,"2006-09-07","2031-09-07",462,0,0,"Tractor","supplier6","Individual"
2872925,"2011-09-30",99089.06,"2006-10-11","2031-10-11",651,0,0,"Backhoe Loader","supplier5","Business"
6053540,"2012-12-31",65017.31,"2004-09-27","2029-09-27",483,0,0,"Backhoe Loader","supplier7","Individual"
7478526,"2014-09-30",311049.96,"2007-09-03","2032-09-03",772,0,0,"Excavator","supplier3","Individual"
6242733,"2011-06-30",107504.03,"2006-10-12","2029-10-12",773,0,0,"Backhoe Loader","supplier2","Individual"
5756921,"2010-12-31",58589.89,"2004-11-30","2023-11-30",507,0,0,"Tipping Trailer","supplier1","Individual"
2141827,"2007-12-31",69352.08,"2005-12-08","2030-12-08",841,0,0,"Backhoe Loader","supplier3","Individual"
2908199,"2011-06-30",69156.76,"2006-05-12","2019-05-12",631,0,0,"Tractor","supplier6","Individual"
9606531,"2009-03-31",81366.68,"2005-09-06","2025-09-06",721,0,0,"Tipping Trailer","supplier1","Individual"
2667933,"2008-06-30",77861.42,"2006-11-30","2031-11-30",779,0,0,"Tractor","supplier5","Individual"
1325369,"2012-06-30",113912.35,"2006-11-17","2021-11-17",780,0,0,"Tractor","supplier4","Business"
7668263,"2010-03-31",121350.54,"2000-04-19","2025-04-19",538,0,0,"Tractor","supplier4","Individual"
2202960,"2009-09-30",122338.47,"2005-04-15","2028-04-15",491,0,0,"Backhoe Loader","supplier7","Business"
7668263,"2004-09-30",148379.56,"2000-04-19","2025-04-19",538,0,0,"Tractor","supplier4","Individual"
1557592,"2010-12-31",105571.36,"2004-12-22","2023-12-22",510,0,0,"Backhoe Loader","supplier2","Individual"
7515195,"2013-06-30",155540.35,"2008-03-27","2033-03-27",733,0,0,"Backhoe Loader","supplier4","Individual"
8256702,"2009-12-31",50974.43,"2007-01-12","2024-01-12",573,0,0,"Excavator","supplier6","Business"
5773691,"2012-06-30",35902,"2007-03-30","2022-03-30",623,0,0,"Tipping Trailer","supplier3","Individual"
1049603,"2016-03-31",496403.44,"2005-11-22","2019-11-22",526,0,0,"Tipping Trailer","supplier4","Business"
8284232,"2013-06-30",91117.22,"2007-06-19","2032-06-19",581,0,0,"Excavator","supplier3","Individual"
8758252,"2012-12-31",132713.14,"2008-02-13","2033-02-13",664,0,0,"Excavator","supplier4","Individual"
5171365,"2012-03-31",283112.82,"2007-06-08","2032-06-08",735,0,0,"Tractor","supplier6","Individual"
6331694,"2014-06-30",212859.76,"2007-11-28","2032-11-28",816,0,0,"Backhoe Loader","supplier2","Individual"
2731795,"2012-03-31",192061.39,"2008-11-19","2028-11-19",533,0,0,"Tractor","supplier4","Business"
2242927,"2009-12-31",330894.21,"2005-11-03","2020-11-03",675,0,0,"Tractor","supplier3","Business"
5728341,"2009-06-30",84331.05,"2007-06-12","2022-06-12",519,0,0,"Tipping Trailer","supplier5","Individual"
2521225,"2008-03-31",68942.01,"2006-12-20","2020-12-20",671,0,0,"Excavator","supplier1","Individual"
4754313,"2012-06-30",130245.48,"2006-01-27","2026-01-27",649,0,0,"Backhoe Loader","supplier2","Business"
5684886,"2011-12-31",135615.77,"2008-05-09","2029-05-09",822,0,0,"Backhoe Loader","supplier3","Individual"
2271098,"2015-06-30",103101.87,"2006-12-07","2026-12-07",714,0,0,"Tipping Trailer","supplier3","Individual"
7627849,"2014-03-31",41159.88,"2005-01-24","2020-01-24",733,0,0,"Tipping Trailer","supplier7","Individual"
7665253,"2011-03-31",106460.85,"2003-08-14","2028-08-14",655,0,0,"Tipping Trailer","supplier3","Individual"
5773058,"2012-03-31",14751.94,"2005-05-18","2028-05-18",695,0,0,"Tractor","supplier6","Individual"
8974189,"2009-03-31",117601.72,"2004-01-30","2029-01-30",478,0,0,"Backhoe Loader","supplier4","Individual"
8671627,"2010-12-31",17484.93,"1998-07-01","2023-07-01",743,0,0,"Backhoe Loader","supplier4","Business"
9458177,"2012-09-30",119526.23,"2008-04-02","2023-04-02",727,0,0,"Tipping Trailer","supplier6","Business"
7967433,"2015-06-30",144576.73,"2007-05-30","2027-05-30",749,0,0,"Backhoe Loader","supplier2","Business"
6427403,"2010-06-30",353946.97,"2006-01-10","2031-01-10",696,0,0,"Tractor","supplier3","Business"
6187834,"2008-03-31",152866.96,"2008-02-08","2030-02-08",497,0,0,"Tipping Trailer","supplier2","Individual"
6572277,"2016-09-30",156306.33,"2007-10-19","2037-10-19",623,0,0,"Tipping Trailer","supplier3","Individual"
5652377,"2008-03-31",164759.71,"2007-12-14","2032-12-14",575,0,0,"Backhoe Loader","supplier7","Individual"
9252901,"2009-06-30",99743.14,"2007-11-26","2027-11-26",647,0,0,"Tractor","supplier1","Business"
7822707,"2011-09-30",87552.9,"2003-10-24","2018-10-24",830,0,0,"Backhoe Loader","supplier5","Individual"
5773058,"2011-12-31",14753.66,"2005-05-18","2028-05-18",695,0,0,"Tractor","supplier6","Individual"
8159736,"2013-12-31",163908.29,"2003-05-21","2028-05-21",680,0,0,"Backhoe Loader","supplier4","Individual"
5633343,"2003-12-31",65281.84,"2001-08-24","2026-08-24",481,0,0,"Backhoe Loader","supplier4","Individual"
2521225,"2014-09-30",42677.73,"2006-12-20","2020-12-20",671,0,0,"Excavator","supplier1","Individual"
2692712,"2015-09-30",47690.98,"2004-11-01","2024-11-01",696,0,0,"Backhoe Loader","supplier1","Individual"
3441564,"2012-12-31",125527,"2006-11-08","2021-11-08",856,0,0,"Tractor","supplier6","Individual"
8770586,"2015-12-31",350781.92,"2008-02-29","2028-02-29",830,0,0,"Tractor","supplier7","Individual"
3342734,"2016-09-30",293178.91,"2005-07-08","2025-07-08",598,0,0,"Tractor","supplier7","Individual"
7507023,"2015-06-30",18230.12,"1998-10-30","2018-10-30",569,0,0,"Tipping Trailer","supplier1","Business"
1446289,"2016-06-30",149557.96,"2004-11-12","2022-11-12",558,0,0,"Tipping Trailer","supplier2","Business"
9606531,"2015-09-30",81245.95,"2005-09-06","2025-09-06",721,0,0,"Tipping Trailer","supplier1","Individual"
9326007,"2010-09-30",566422.79,"2007-01-30","2032-01-30",684,0,0,"Tipping Trailer","supplier2","Individual"
9617107,"2013-12-31",137592.06,"2005-11-03","2030-11-03",846,0,0,"Tipping Trailer","supplier6","Individual"
1220785,"2007-09-30",126355,"2007-07-18","2028-07-18",880,0,0,"Tipping Trailer","supplier6","Individual"
1049603,"2007-03-31",498209.98,"2005-11-22","2019-11-22",526,0,0,"Tipping Trailer","supplier4","Business"
3829712,"2012-06-30",25540.11,"1998-08-10","2018-08-10",737,0,0,"Excavator","supplier7","Individual"
9093879,"2015-03-31",85798.64,"2006-01-10","2026-01-10",837,0,0,"Backhoe Loader","supplier5","Business"
2381679,"2008-12-31",216419.73,"2008-01-03","2033-01-03",695,0,0,"Backhoe Loader","supplier6","Business"
2026108,"2009-12-31",137378.42,"2006-02-24","2026-02-24",692,0,0,"Backhoe Loader","supplier7","Individual"
9104834,"2007-12-31",86532.22,"2005-06-22","2030-06-22",856,0,0,"Backhoe Loader","supplier1","Individual"
3979222,"2015-12-31",76001.77,"2005-06-15","2030-06-15",630,0,0,"Backhoe Loader","supplier3","Business"
2870716,"2008-09-30",110471.36,"2006-07-06","2031-07-06",666,0,0,"Excavator","supplier2","Business"
6187834,"2013-03-31",152615.93,"2008-02-08","2030-02-08",497,0,0,"Tipping Trailer","supplier2","Individual"
7175827,"2012-12-31",351988.14,"2007-06-21","2024-06-21",676,0,0,"Backhoe Loader","supplier6","Individual"
8858915,"2014-12-31",173231.16,"2005-10-11","2024-10-11",554,0,0,"Backhoe Loader","supplier4","Individual"
9765534,"2007-06-30",71075.39,"1999-05-12","2019-05-12",454,0,0,"Tractor","supplier5","Individual"
5473200,"2008-09-30",166523.06,"2006-07-25","2031-07-25",472,0,0,"Backhoe Loader","supplier4","Individual"
4044724,"2008-09-30",188807.18,"2004-05-06","2029-05-06",719,0,0,"Backhoe Loader","supplier5","Business"
6511776,"2009-06-30",243503.79,"2007-01-17","2032-01-17",672,0,0,"Tractor","supplier1","Individual"
7735494,"2011-03-31",83823.13,"2006-01-23","2031-01-23",813,0,0,"Tipping Trailer","supplier7","Individual"
1156700,"2014-06-30",450763.86,"2006-09-01","2026-09-01",809,0,0,"Tractor","supplier3","Individual"
4049435,"2009-12-31",126964.98,"2006-11-03","2031-11-03",664,0,0,"Tipping Trailer","supplier4","Business"
1253360,"2012-03-31",128159.41,"2007-05-10","2032-05-10",484,0,0,"Backhoe Loader","supplier7","Individual"
3624425,"2015-06-30",104183.59,"2007-03-23","2032-03-23",796,0,0,"Tractor","supplier7","Individual"
1841952,"2009-03-31",96605.67,"2004-08-16","2029-08-16",777,0,0,"Tractor","supplier5","Individual"
7175827,"2008-03-31",353183.84,"2007-06-21","2024-06-21",676,0,0,"Backhoe Loader","supplier6","Individual"
4077277,"2015-09-30",127621.07,"2004-06-17","2029-06-17",603,0,0,"Tractor","supplier2","Individual"
7858859,"2009-12-31",85347.17,"2007-11-28","2026-11-28",752,0,0,"Tractor","supplier5","Individual"
9017132,"2015-09-30",115131.31,"2005-04-29","2021-04-29",532,0,0,"Tractor","supplier3","Business"
5862469,"2014-09-30",69112.57,"2005-12-02","2025-12-02",740,0,0,"Backhoe Loader","supplier5","Individual"
9556128,"2013-06-30",132396.98,"2007-09-10","2027-09-10",564,0,0,"Backhoe Loader","supplier5","Individual"
8907718,"2010-06-30",107366.31,"2004-05-24","2029-05-24",588,0,0,"Backhoe Loader","supplier3","Individual"
8210221,"2006-12-31",73676.62,"2006-02-14","2026-02-14",569,0,0,"Tipping Trailer","supplier5","Individual"
1364788,"2012-06-30",82119.58,"2008-07-18","2020-07-18",846,0,0,"Tractor","supplier2","Individual"
8667828,"2010-06-30",85493.09,"2005-04-07","2025-04-07",659,0,0,"Backhoe Loader","supplier4","Business"
9104834,"2009-06-30",86107.27,"2005-06-22","2030-06-22",856,0,0,"Backhoe Loader","supplier1","Individual"
5652377,"2015-12-31",164315.64,"2007-12-14","2032-12-14",575,0,0,"Backhoe Loader","supplier7","Individual"
5776140,"2009-09-30",466104.03,"2006-07-28","2031-07-28",715,0,0,"Tractor","supplier1","Business"
3999285,"2008-12-31",117789.17,"2008-07-21","2033-07-21",566,0,0,"Excavator","supplier7","Individual"
8149853,"2012-03-31",79285.88,"2003-04-08","2028-04-08",815,0,0,"Backhoe Loader","supplier3","Individual"
3979222,"2016-09-30",75976.58,"2005-06-15","2030-06-15",630,0,0,"Backhoe Loader","supplier3","Business"
9827652,"2004-12-31",84438.45,"2004-08-05","2029-08-05",629,0,0,"Tractor","supplier5","Individual"
7659203,"2006-06-30",82514.34,"2005-12-15","2025-12-15",711,0,0,"Tractor","supplier3","Business"
1049603,"2010-12-31",496479.9,"2005-11-22","2019-11-22",526,0,0,"Tipping Trailer","supplier4","Business"
2872925,"2015-06-30",92159.71,"2006-10-11","2031-10-11",651,0,0,"Backhoe Loader","supplier5","Business"
1475416,"2007-06-30",163117.39,"2005-11-30","2030-11-30",780,0,0,"Tractor","supplier3","Individual"
7479600,"2010-03-31",61218.45,"2007-03-16","2021-03-16",633,0,0,"Tractor","supplier5","Individual"
6807231,"2011-03-31",169155.23,"2006-11-22","2031-11-22",528,0,0,"Tipping Trailer","supplier3","Business"
9699305,"2007-06-30",153204.44,"2007-04-10","2032-04-10",882,0,0,"Tractor","supplier7","Business"
1618226,"2010-09-30",238959.52,"2006-11-29","2030-11-29",624,0,0,"Excavator","supplier4","Individual"
1744518,"2009-03-31",135898.49,"2008-02-12","2033-02-12",504,0,0,"Backhoe Loader","supplier7","Business"
9743145,"2011-12-31",59394.88,"2006-03-10","2021-03-10",558,0,0,"Backhoe Loader","supplier2","Business"
5605337,"2010-09-30",43455.34,"2005-04-18","2020-04-18",585,0,0,"Excavator","supplier5","Business"
5728341,"2009-12-31",84331.7,"2007-06-12","2022-06-12",519,0,0,"Tipping Trailer","supplier5","Individual"
2521446,"2011-03-31",196810.73,"2006-03-28","2031-03-28",461,0,0,"Excavator","supplier7","Individual"
9104834,"2011-12-31",86084.28,"2005-06-22","2030-06-22",856,0,0,"Backhoe Loader","supplier1","Individual"
5773691,"2010-09-30",41611.17,"2007-03-30","2022-03-30",623,0,0,"Tipping Trailer","supplier3","Individual"
5472034,"2010-03-31",75932.01,"2006-07-28","2021-07-28",564,0,0,"Tractor","supplier1","Business"
8492336,"2007-12-31",30164.84,"2000-04-28","2020-04-28",830,0,0,"Excavator","supplier7","Business"
8284232,"2016-09-30",91089.35,"2007-06-19","2032-06-19",581,0,0,"Excavator","supplier3","Individual"
9088636,"2006-12-31",56321.67,"2005-10-28","2030-10-28",641,0,0,"Tractor","supplier2","Business"
5171365,"2012-12-31",283109.52,"2007-06-08","2032-06-08",735,0,0,"Tractor","supplier6","Individual"
6435279,"2014-03-31",173466.39,"2004-04-29","2024-04-29",685,0,0,"Tipping Trailer","supplier6","Individual"
6125603,"2012-03-31",91526.02,"2000-04-14","2020-04-14",650,0,0,"Tractor","supplier4","Business"
7436518,"2007-06-30",457868.18,"2007-05-10","2032-05-10",768,0,0,"Excavator","supplier2","Business"
6219279,"2011-12-31",97666.27,"2004-09-30","2029-09-30",719,0,0,"Excavator","supplier7","Business"
4346250,"2011-03-31",182338.06,"2005-07-22","2025-07-22",570,0,0,"Backhoe Loader","supplier5","Individual"
9765534,"2004-12-31",71119.76,"1999-05-12","2019-05-12",454,0,0,"Tractor","supplier5","Individual"
6125603,"2003-06-30",116659.3,"2000-04-14","2020-04-14",650,0,0,"Tractor","supplier4","Business"
3342734,"2011-03-31",293294.91,"2005-07-08","2025-07-08",598,0,0,"Tractor","supplier7","Individual"
9908137,"2016-09-30",266948.29,"2006-10-31","2031-10-31",741,0,0,"Tractor","supplier7","Individual"
7747937,"2007-12-31",46065.62,"2007-05-03","2032-05-03",845,0,0,"Backhoe Loader","supplier3","Individual"
7390079,"2016-03-31",116276.47,"2006-09-07","2031-09-07",462,0,0,"Tractor","supplier6","Individual"
2030213,"2010-06-30",87126.27,"2007-12-10","2027-12-10",681,0,0,"Backhoe Loader","supplier3","Individual"
8274483,"2012-09-30",133107.14,"2006-02-10","2031-02-10",610,0,0,"Tractor","supplier7","Individual"
9617107,"2006-09-30",137965.3,"2005-11-03","2030-11-03",846,0,0,"Tipping Trailer","supplier6","Individual"
7874262,"2006-03-31",71240.12,"2006-03-06","2031-03-06",597,0,0,"Tractor","supplier3","Business"
8565861,"2011-03-31",199193.53,"2006-12-14","2030-12-14",686,0,0,"Tipping Trailer","supplier2","Individual"
6861056,"2016-06-30",93626.44,"2005-12-02","2030-12-02",754,0,0,"Tractor","supplier2","Individual"
6427403,"2010-12-31",353954.65,"2006-01-10","2031-01-10",696,0,0,"Tractor","supplier3","Business"
5578004,"2005-06-30",41330.22,"1998-12-31","2023-12-31",712,0,0,"Tractor","supplier2","Business"
6223846,"2008-03-31",82126.68,"2006-08-21","2030-08-21",827,0,0,"Backhoe Loader","supplier6","Individual"
6414861,"2016-09-30",45658.31,"2004-09-21","2029-09-21",548,0,0,"Tractor","supplier6","Business"
9927984,"2007-12-31",163447.56,"2004-07-13","2024-07-13",619,0,0,"Tractor","supplier4","Individual"
1120564,"2012-03-31",67058.19,"2006-02-24","2021-02-24",647,0,0,"Tractor","supplier5","Individual"
8907718,"2005-03-31",107874.34,"2004-05-24","2029-05-24",588,0,0,"Backhoe Loader","supplier3","Individual"
4079156,"2010-09-30",61064.39,"2006-04-11","2031-04-11",780,0,0,"Tractor","supplier7","Individual"
4382289,"2009-03-31",211614.23,"2006-05-09","2030-05-09",723,0,0,"Backhoe Loader","supplier1","Business"
6512671,"2011-09-30",49599.02,"2002-02-08","2022-02-08",646,0,0,"Tipping Trailer","supplier2","Business"
5914965,"2008-09-30",147766.72,"2007-12-18","2027-12-18",682,0,0,"Tractor","supplier1","Individual"
5090952,"2016-06-30",105666.94,"2006-03-07","2025-03-07",628,0,0,"Backhoe Loader","supplier5","Individual"
4019498,"2013-03-31",84865.93,"2006-05-05","2031-05-05",715,0,0,"Tractor","supplier6","Business"
3030953,"2006-06-30",81903.01,"2004-12-21","2029-12-21",894,0,0,"Tractor","supplier4","Business"
5736423,"2014-03-31",228427.63,"2007-07-26","2032-07-26",787,0,0,"Tipping Trailer","supplier4","Business"
4382289,"2010-12-31",211522.34,"2006-05-09","2030-05-09",723,0,0,"Backhoe Loader","supplier1","Business"
6480925,"2008-12-31",73170.25,"2006-11-17","2029-11-17",601,0,0,"Backhoe Loader","supplier2","Business"
4336640,"2009-06-30",206162.73,"2006-11-24","2031-11-24",568,0,0,"Tractor","supplier3","Individual"
7348339,"2007-09-30",117001.77,"2006-08-02","2027-08-02",679,0,0,"Backhoe Loader","supplier3","Individual"
1170637,"2012-12-31",81159.72,"2007-10-05","2027-10-05",533,0,0,"Excavator","supplier5","Individual"
4044724,"2015-09-30",188036.38,"2004-05-06","2029-05-06",719,0,0,"Backhoe Loader","supplier5","Business"
8760220,"2012-03-31",124773.9,"2004-03-12","2029-03-12",675,0,0,"Tractor","supplier2","Individual"
5737578,"2009-03-31",128562.31,"2007-08-24","2032-08-24",792,0,0,"Excavator","supplier4","Individual"
9474573,"2016-09-30",97340.67,"2002-06-07","2027-06-07",481,0,0,"Tractor","supplier6","Individual"
8380834,"2016-03-31",52079.38,"2006-03-02","2026-03-02",584,0,0,"Backhoe Loader","supplier6","Individual"
5633343,"2004-09-30",65504.95,"2001-08-24","2026-08-24",481,0,0,"Backhoe Loader","supplier4","Individual"
8934285,"2013-12-31",122691.25,"2007-08-23","2022-08-23",620,0,0,"Backhoe Loader","supplier4","Individual"
1578973,"2010-06-30",68371.98,"2005-09-14","2030-09-14",636,0,0,"Excavator","supplier4","Individual"
5156654,"2008-03-31",116700.01,"2007-12-13","2032-12-13",599,0,0,"Backhoe Loader","supplier5","Individual"
9236823,"2009-06-30",92921.27,"2006-08-24","2031-08-24",720,0,0,"Tipping Trailer","supplier4","Business"
1355515,"2013-09-30",102580.46,"2004-07-08","2029-07-08",636,0,0,"Tractor","supplier6","Individual"
1285172,"2008-09-30",113027.47,"2006-10-10","2031-10-10",616,0,0,"Backhoe Loader","supplier3","Individual"
7601572,"2015-06-30",69239.62,"2007-01-15","2026-01-15",738,0,0,"Tractor","supplier7","Individual"
5743478,"2008-12-31",168178.33,"2006-04-20","2017-04-20",562,0,0,"Backhoe Loader","supplier1","Individual"
5075939,"2013-12-31",213234.46,"2004-01-30","2024-01-30",514,0,0,"Tractor","supplier5","Individual"
2043872,"2010-09-30",89701.03,"2007-12-14","2027-12-14",585,0,0,"Tractor","supplier2","Individual"
6414861,"2012-06-30",45702.6,"2004-09-21","2029-09-21",548,0,0,"Tractor","supplier6","Business"
9704008,"2007-03-31",100520.74,"2005-10-06","2023-10-06",498,0,0,"Excavator","supplier3","Individual"
7665253,"2007-03-31",106839.72,"2003-08-14","2028-08-14",655,0,0,"Tipping Trailer","supplier3","Individual"
2219633,"2004-06-30",96005.48,"1999-06-02","2019-06-02",718,0,0,"Tipping Trailer","supplier6","Individual"
1444439,"2015-09-30",69465.47,"2005-12-09","2025-12-09",706,0,0,"Tractor","supplier5","Individual"
9245838,"2010-06-30",78308.46,"2007-11-20","2032-11-20",771,0,0,"Backhoe Loader","supplier5","Individual"
4754313,"2007-12-31",130874.28,"2006-01-27","2026-01-27",649,0,0,"Backhoe Loader","supplier2","Business"
9477489,"2011-12-31",117573.31,"2006-09-15","2026-09-15",892,0,0,"Backhoe Loader","supplier2","Individual"
1156700,"2009-09-30",450839.95,"2006-09-01","2026-09-01",809,0,0,"Tractor","supplier3","Individual"
8284232,"2010-03-31",91131.11,"2007-06-19","2032-06-19",581,0,0,"Excavator","supplier3","Individual"
8308051,"2005-09-30",68147.22,"1999-08-02","2019-08-02",874,0,0,"Backhoe Loader","supplier4","Business"
2521446,"2008-03-31",197640.84,"2006-03-28","2031-03-28",461,0,0,"Excavator","supplier7","Individual"
2309953,"2013-06-30",225444.41,"2007-01-03","2023-01-03",605,0,0,"Backhoe Loader","supplier2","Business"
2731795,"2009-12-31",192038.51,"2008-11-19","2028-11-19",533,0,0,"Tractor","supplier4","Business"
6552739,"2010-06-30",125827.12,"2006-12-21","2026-12-21",606,0,0,"Tractor","supplier3","Individual"
9416073,"2010-09-30",66644.05,"2005-09-28","2030-09-28",748,0,0,"Backhoe Loader","supplier7","Business"
5056765,"2008-12-31",161677.37,"2008-08-05","2028-08-05",561,0,0,"Excavator","supplier2","Business"
2555886,"2011-03-31",238203.1,"2006-09-07","2019-09-07",722,0,0,"Backhoe Loader","supplier2","Business"
8971253,"2006-06-30",63796.9,"2005-05-31","2030-05-31",682,0,0,"Backhoe Loader","supplier4","Business"
8667828,"2009-06-30",85507.48,"2005-04-07","2025-04-07",659,0,0,"Backhoe Loader","supplier4","Business"
4797018,"2009-03-31",215535.07,"2007-10-24","2032-10-24",575,0,0,"Excavator","supplier4","Individual"
1022761,"2009-03-31",108162.49,"2006-09-28","2031-09-28",757,0,0,"Tractor","supplier1","Business"
8361845,"2009-03-31",70591.65,"2008-01-07","2028-01-07",456,0,0,"Tractor","supplier2","Individual"
4165847,"2007-09-30",178608.96,"2004-07-01","2019-07-01",813,0,0,"Backhoe Loader","supplier2","Individual"
9681214,"2009-12-31",95326.63,"2008-01-18","2023-01-18",522,0,0,"Tractor","supplier3","Individual"
4673596,"2013-12-31",47038.73,"2006-07-26","2026-07-26",472,0,0,"Backhoe Loader","supplier2","Business"
4346250,"2005-09-30",182822.27,"2005-07-22","2025-07-22",570,0,0,"Backhoe Loader","supplier5","Individual"
8769405,"2015-09-30",99263.64,"2004-11-30","2021-11-30",607,0,0,"Excavator","supplier3","Business"
4009755,"2014-12-31",129817.22,"2006-07-11","2031-07-11",664,0,0,"Backhoe Loader","supplier1","Business"
1500800,"2012-09-30",69480.6,"2007-11-30","2027-11-30",660,0,0,"Excavator","supplier3","Business"
6730358,"2008-12-31",53133.08,"2008-03-14","2017-03-14",666,0,0,"Tractor","supplier1","Individual"
1575187,"2004-09-30",156948,"2001-02-06","2026-02-06",663,0,0,"Backhoe Loader","supplier2","Business"
5087019,"2010-03-31",54402.83,"2006-10-20","2025-10-20",699,0,0,"Backhoe Loader","supplier5","Individual"
8151918,"2012-06-30",93309.07,"2005-03-23","2030-03-23",548,0,0,"Backhoe Loader","supplier1","Individual"
1410065,"2010-09-30",150482.35,"2008-02-29","2028-02-29",757,0,0,"Backhoe Loader","supplier4","Individual"
8187174,"2010-09-30",123363.48,"2006-12-19","2031-12-19",728,0,0,"Backhoe Loader","supplier1","Business"
3813913,"2010-06-30",149031.43,"2005-10-07","2021-10-07",506,0,0,"Backhoe Loader","supplier5","Business"
7721794,"2008-12-31",128511.57,"2005-07-08","2025-07-08",521,0,0,"Excavator","supplier4","Individual"
4175508,"2010-06-30",213097.01,"2007-04-25","2027-04-25",705,0,0,"Tipping Trailer","supplier5","Individual"
6138311,"2013-06-30",151635.76,"2008-06-30","2028-06-30",625,0,0,"Backhoe Loader","supplier5","Individual"
5633343,"2005-12-31",65466.56,"2001-08-24","2026-08-24",481,0,0,"Backhoe Loader","supplier4","Individual"
6763789,"2013-09-30",237596.38,"2005-12-20","2030-12-20",556,0,0,"Excavator","supplier3","Individual"
8154055,"2014-09-30",124443.58,"2003-10-16","2028-10-16",567,0,0,"Tractor","supplier5","Individual"
7640541,"2011-06-30",14741.87,"1997-07-14","2017-07-14",554,0,0,"Tractor","supplier7","Individual"
3778428,"2009-09-30",202884.5,"2008-03-28","2033-03-28",781,0,0,"Backhoe Loader","supplier6","Individual"
7641910,"2014-12-31",192626.87,"2007-05-03","2022-05-03",733,0,0,"Tractor","supplier2","Individual"
